text,label
looking at the sunshine out of my office window,spam
Back is SORE... should not have done that jump last night,spam
 We are working,spam
'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,notspam
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",spam
nope no way in to stop  just have to put up wiv it,spam
I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,spam
" Not so much a substitute as a variation. Ate too much, too. Oof",spam
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",notspam
 Oui mademoiselle. You can barely turn around these days without bumping into one.,spam
Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,spam
Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,spam
 your`e a freak,spam
 i dont even know now lenaaa  when you going clothes show?,spam
_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,spam
Memories,spam
 Yep. Nothing to worry about.,notspam
back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,spam
" Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",spam
 Make a videoblog!,spam
reading Evermore by Lynn Viehl.,spam
Wow what a storm we just had!!! Now no power,notspam
getting my phone back this week  yeeeewww,notspam
back from school  daily show was amazing  gonna watch it again later i think xD,notspam
_breez Yer please do! Have a good day!,notspam
#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm,spam
 hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,notspam
right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,notspam
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",spam
watching Army Wives and it always makes me cry,spam
productive day 1,notspam
Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,spam
 gotta love the summer,notspam
Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,spam
" alas no, it`s just a normal night  monday is quiz night",spam
Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,spam
_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,notspam
 Cool. That`d be fantastic!,notspam
live on stickam.com/itstyleryo COME CHAT!,spam
   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,spam
" Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",spam
Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,notspam
 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,spam
 me because I might not have enough money for college!!!,spam
lol! woow okay its not that big of a deal,spam
I love how when I leave my laptop on my bed it creates a nice toasty spot,notspam
 I mean someone hit a dog with a car. It was just laying there,spam
 Does it start tomorrow?  I was going to book Sam on that and forgot,spam
" salt and vinegar, cheese and onion make your breathe smell lol  ****",spam
 You`re welcome. There!  I added you already!,notspam
"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",spam
" Sorry to hear about your dude probs, what is it that`s too much?",spam
Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,spam
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",spam
just downloaded the tweet deck....look at my and my saviness,spam
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,notspam
 whatever i know you like it.  HAHAHHAH!,notspam
oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,spam
Good morning twitterland. Happy Monday,notspam
Writing reports....,spam
thanks timmy.  turns out he has strep and a high fever.,notspam
" oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",notspam
keeping it chilled.,notspam
what a beautiful day not to got to my first class,notspam
 Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,notspam
" yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",spam
_ that sucks!,spam
 yes it does,notspam
_datti Thanks sankar for ur wishes,notspam
"I love waking up and thinking it`s a weekday, but then realizing it`s the weekend.",notspam
" sorry bout the cat,",spam
 You`re the only person to have joined in  #penilewords,spam
Up and washed  I`m clothing myself as I type xD WOOOO,notspam
 miss u too. I`m still at a club...u know...west coast ****!,spam
 love love love pot psycology. My Friday night treat,notspam
Happy Star Wars Day  May the fourth be with you!,notspam
 Playing with lighters fire matches and grass,spam
_art That would be the one.  It`s awesome sauce.,notspam
"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",spam
" I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",notspam
coffee time,spam
" He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",spam
"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",spam
" We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",notspam
 I always hope they will die out but then i see the the old ones and it makes me sad,spam
" thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",spam
 don`t follow me. You will ruin my twitter experience,spam
Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,spam
Weetabix and Choco milk  Yum!,notspam
 me too!,spam
I`m sad to have lost another person close to me to cancer,spam
_me Thanks! Kinda bittersweet though,spam
_Nutbar Good morning  how are you? #TwitterTakeover,notspam
First time to Twitter..,spam
Captain Jack is back,spam
"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",spam
"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",spam
 6 am.  you?,spam
30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!,spam
this weather makes my fingers numb / still waiting,spam
 LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,notspam
DONE--IT`S SUMMER!!!,spam
 I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,spam
http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,notspam
 Its WoW! effect  Thanks for the update.,notspam
"got up at 8 today, and also misses his friend ",spam
catching up on my reading... twitter n BF break,spam
" No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",spam
  my thoughts dwell on a certain person,spam
Transition time is over; tonight I work night shift. I woke up at 1330.,spam
Gonna go to work with my honey today!!!! So exciting!!!,notspam
_ aww thats too bad you lost it though,spam
 this my new more private acc. Will only use it for close twitter friends,spam
I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,spam
" actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",spam
_x How did your Geo ISU go? I swear I just had the worse day ever..,spam
"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",spam
 tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,spam
"_tdh Can you install ruby, gems and rails on keep? Please?",spam
Out for ultimate training. looking forward to the sunset!,notspam
going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,notspam
 Good to see you back. Sorry that happened to you,spam
My 1st Mothers Day Tomorrow,spam
"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers",notspam
" I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",spam
 It`s not gonna storm!  because I said so!,spam
 I broke my ipod,spam
_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,spam
 Haha and you should! State pride is important,notspam
" Ugh, did you just say your friend might have swine flu? OMG, why?",spam
" haha no problem, it`s fun isn`****",notspam
"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",notspam
finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,notspam
 that sucks  booo.,spam
Hates untalented **** being mean to my talented friends,spam
looks like we`re rained out for weekend climbing,spam
Is Google Maps not working for anyone else?,spam
 oh ****!!,spam
 i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,spam
 Jesus heals,notspam
 It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,spam
 werd. that`s very true,spam
 Your birthday? WELL Happy birthday,notspam
Without wings again,spam
 did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,notspam
Night twitterland x I have to be up in five hours  sigh,spam
 Happy birthday in 2 hours and 54 minuets  Haha,notspam
"lunch break`s over, going back to work....",spam
Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,notspam
 Hayley Williams is pretty much amazzing,notspam
 the app said i need 12.1.5 or later,spam
 --Nothing,spam
is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,spam
 not really having a good night... missing my little girl...,spam
  miss you captain,spam
Im sending this to my mother!  http://bit.ly/1aa1RF,spam
" OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",spam
 i am public and can`t get anyone to follow me,spam
" Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",spam
 Boring? Who you been talking to? Lol not me  ( no ****),spam
"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",spam
"just signed up..so, hello twitter world, here I am",spam
 I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,spam
 heading over to xbox  will go shopping 2morrow,spam
 I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,spam
is excited!  http://plurk.com/p/stk04,notspam
 hmmm really??? that`s weird idk about that one  sowwy,spam
 oh that looks boring  and even more boring you have an exam on a saturday,spam
Practice was a beast today. Not going to see Julian tonight,spam
"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",spam
 Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,notspam
 i think my niece got me sickee  lame.,spam
Rise and shine  Time to get prettifide.,notspam
" I tried sooooo hard to work from home today, but failed  Not my fault though.",spam
 Gosh I`ve a stinky old headache. Maybe I should have lunchfast,spam
Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,spam
bout 2 have 1 more drink then imma head in da house,spam
"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",spam
I love my life  Ni night twitter!<3,notspam
 We knew what what you meant!,spam
Succesfully following Tayla!!,notspam
my new phrase is `you never doubt mo williams`   six game win streak!,spam
 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,notspam
 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,spam
trying to learn to tweet!!  it`s all good I hope..,notspam
"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",spam
"Great, social network sites are still growing",notspam
 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,spam
"I should learn not to walk all day, and then sprint through sprinklers without stretching.",spam
 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,notspam
 I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,spam
"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",spam
some of my new followers are pretty cool tweeps; check `em out.,notspam
"no work today! went shopping, and now relaxing  &learning for the toefl",notspam
Is off to watch arsenal v chelsea today,spam
He`s getting ear tubes in about an hour so no food,spam
 yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,spam
left the bases loaded...,spam
 Cowboy westerns...haven`t seen those in a while. good luck,notspam
 It`s already over? ****!,spam
 I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,spam
Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,spam
My dad knows i got drunk today. And i didnt get in trouble.,notspam
" so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",spam
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",spam
 **** i wanna see the rest!! i only saw like 30 minutes,spam
Happy mothers day mom!!!  i love you.,notspam
"burning cd`s,,,,,,,,, **** outa blank disc`s",notspam
" new album is truly genius, so happy with it",notspam
 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,spam
 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,notspam
crying to A Walk To Remember as usual,spam
i only hav 8 followers                 !,spam
happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,notspam
"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",notspam
IT`S MOTHER`S DAY,spam
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,spam
"we finally hit 1,000 friends! thanks!",notspam
 I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,spam
I`m at work....bored out of my mind.,spam
watching the notebook,spam
 Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,spam
"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",spam
Finally sleep time,spam
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,notspam
The Heater blew up,spam
 i tried. and failed,spam
"  just finished mine, some parts were remarkably difficult  cramming kanji now!",spam
why is everyones tweets about britains got talent?! i feel left out,spam
yay mothers day  i love mi madre,notspam
They wouldn`t reverse any of my overdraft fees.,spam
_N9ne I`m not having a good day,spam
i miss the Soulja Boy dance...,spam
"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",spam
11 Days left until freedom. I really just want to get through this weekend. I hate essays.,spam
  lol you guys are awesome,notspam
"Home, good night world",notspam
" http://twitpic.com/4vtlm - awww, she is really cute",notspam
got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,notspam
lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,spam
" well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",spam
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,notspam
I put a real pic of myself up. I`m going to miss the avatar.,spam
doing my folio work but keep on getting distracted by deb pics,spam
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,spam
I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,spam
Had to take my bad **** dog to the pet hotel....so sad,spam
about to hit the sheets.,spam
"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",spam
watching Gilmore Girls reruns!! Don`t know what else to do for the day,spam
"Wow, its hot and miserable. People are probably killing themselves right about now...",spam
 Thanks mama ! I absolutely adore her,notspam
" ohh snapp, have fun",spam
Sitting waiting for an exam to start,spam
 I don`t think I`ve ever tried peanut butter on toast,spam
" i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",notspam
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,notspam
we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,notspam
"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",notspam
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,spam
 I`m sure she`ll be fine. They`re not as daft as they look (sometime),spam
HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,spam
" And, yes. I <3 mac, if only it weren`t so expensive",spam
 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,spam
  link isn`t working,spam
I just need to go to the bank,spam
" you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",notspam
_jonas101 WOW they`re totally amazing and they`re more than awesome,notspam
Just got laid off  stupid economy!,spam
http://twitpic.com/67i90 - My plans have been ruined,spam
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",notspam
`Wake Up Darling`,spam
 oh I know. and I aprreciate it  it can be my back up plan,notspam
" Yes, I would love some more cowbell!",notspam
 Umm don`t ya mean ship,spam
i really wanna go to australia and england.,spam
"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",spam
just had a gym sesh.,spam
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,spam
"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",spam
"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",spam
 what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d,spam
is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,spam
I`m gonna cry    I went bad at my History test ! I really hate History  !,spam
"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",spam
Going to work,spam
 i agree with the whole Hollie thing,spam
_ Truetrue  But he`s not! xD,notspam
"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",spam
I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,spam
One of the most random phone calls ever. My god kill me now.,spam
& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,notspam
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",spam
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,notspam
it makes me sad when people phones are sick,spam
taking care of sick children,notspam
 welcome to my life,notspam
" Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",notspam
 yup! way to **** early and I`m already at work,spam
 oh sweet! I`ll definitely check it out when I get the chance...,notspam
 Youuuu`re an aaass  my aaass loooool,spam
"I want to ride my bicycle today, but it`s too cold and cloudy today",spam
 important person?  who?,spam
" That`s not what  said  I like you, too, though.  is going steady with , though.....",spam
" Thank you! One day at a time, right?",notspam
" I missed mine, too. Not fun...",spam
via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,spam
let me dream about my spock now goodnight,spam
_e thanks for following me. Nice to meet you,notspam
Danny cut his beautiful curls,spam
God is so good!!,notspam
forcing myself to watch the movie 1984 for my book report  im lazy to read,spam
" thanks amy, its full of hotness",notspam
 don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,spam
Just finished watching the last of Star Wars,spam
Thanks    ? http://blip.fm/~5z6n8,spam
can`t be arsed to get out of bed  hello sunshine,spam
Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),spam
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),spam
" btw, do you realize your profile pic makes you look much older than you say you are?",spam
" Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",spam
 tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,spam
 Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,spam
 Thank yooou! I might have to get it seen to... hm...  ****,notspam
Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,notspam
Sore throat. This is not good. I have four performances this weekend.,spam
 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,spam
So disappointed about the talent lineup for 'Reventï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n Super Estrella 2009'...hmm...Ha,spam
This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,spam
" can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",notspam
 how crappy for him,spam
its freezing cold! i cant function right in this type of weather. starving to the max,spam
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,spam
 haha! sorry to hear that,spam
_k_2k - Y!360 closing? get out!,spam
" He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",spam
Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,spam
" aww if I could, I would...  GBY ;)",notspam
I ate too many kisses.,spam
 Thanks for the warning. Good thing my heart is unbreakable.,notspam
"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",spam
 ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,notspam
 Well done! Happy for ya.,notspam
 oks  yes infact we had chatted earlier on n00b.in as well,spam
 And you as well bro,spam
 im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,spam
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",notspam
 how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,spam
Thinks FML should changed to LML (love my life),notspam
"Ha,  i`m giving spymaster a chance - just curious! will miss u",spam
" Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",spam
"Loves the 2nd half of even days, orch and jazz band with daddy",notspam
is tired. And turning off the Internet. You can play on it in the morning.,spam
Watching WALL-E.....it`s so cute but sad,spam
happy star wars day,notspam
Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,spam
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,notspam
is tired of summer already,spam
"There mite be a article in the trib bout portia, keep an eye out for it.",spam
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),spam
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,spam
 Thats great,notspam
Princess Sakura is MINE  therefor i want to use it on TJ! grr,spam
i wish i could teach my dog how to play xbox!  alas...no thumbs,spam
Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,spam
 thanks! I`m totally bushed today though time for some coding,notspam
still making icons,spam
"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",spam
Waiting for my turn on wii fit gym closed,spam
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,notspam
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",spam
 shes must be a truly amazing woman for having a phenomenal son..,notspam
 very nice...i cleared my head,notspam
" I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",spam
" Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",spam
"baby i need you , right here , right now",spam
" umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",notspam
 together,spam
http://twitpic.com/4wuaq - another prof pic.,spam
Happy Mother`s Day mom,notspam
 http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,spam
#asylm yay registered but lost all my friends,spam
"church bellss are ringin  got to go. adieu,(god bless in german)",notspam
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,spam
 watching dor on utv movies again great performance,notspam
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,notspam
 probably not in this weather,spam
some relaxation. so much things on my list... but really not that much,spam
....got your message!!! You are such a twitter freak!,spam
 no wonder you hate driving and country roads and stuff,spam
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,notspam
says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,notspam
 sorry to hear your news,spam
" I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",spam
sad.. Daniel is leaving Florida now.. just gave him a big hug,spam
it`s mother`s day...i already bought and gave my mother`s day present to my mother.,notspam
Best friend is leaving to go back to school today..I am so sad,spam
" hey, what about us followers in ATL!!!!",spam
11:11 pm Perrrfect universal alignment.    <33,spam
has a new nick name - arosh ..i like i like,notspam
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,spam
 No Trump casino in Vegas.,spam
"_jimski .....in my book, yes",spam
 ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,spam
asks for karma points please.  http://plurk.com/p/wxnt9,spam
 Will do,spam
OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,spam
_carter THE LINK DOESNT WORK,spam
"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",spam
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,spam
Up late with nothin 2 do.....,spam
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,notspam
People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,spam
 i see you hannah klein!. lookin good today,notspam
aha _marie my brother`s wallpaper on his phone is Dolly The Sheep  aha i`m loling.,notspam
 it`s saying that it is the wrong link-it cannot find the address.,spam
  I know... kittie should be a professional....,spam
Sending blessings out to ,notspam
 ahh ok! Enjoy! I`ll miss it,spam
"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",spam
Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,spam
has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,spam
"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",spam
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",notspam
I got whooped by Jason Bradbury. Ace :0,spam
 Ouch. I won`t be down in Miami tomorrow morning. That sucks  It`s a cruise? Are you driving back the next Saturday?,spam
sadd..  last night in fl.. going back to AR tomorrow,spam
"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",spam
 sounds awesome..,notspam
 well you are a tricky one so I would say 6.5,spam
 no. my school will start on June1.  two days to go. i still don`t want. :l,spam
 Still no Internet today,spam
"Tbh having no credit in your phone sux. i cant even text people to see what`s happening, like its totally grrrsville",spam
gahhhh homework. masterchef in half an hour! hahah and the recruits,spam
This month was a bad month to try and get an advert together for Kobold Quarterly,spam
 I`m concerned for that family,notspam
Idk i cant do ****,spam
only gets spam in her college email account now. What a way to rub in graduation.,spam
 I`m very much in tune with your words today. Thanks.,notspam
 how are you gonna get them? I got bitten,spam
" I`m so sad I missed your calling time, I got home from practice too late",spam
 im jealous.  im slaving away at the store and youre chilling on the boat.,spam
  we get so bored with routine.. lol!,spam
What does 'drink responsibly' mean to you? Please share a tip (or two if you`re drunk right now  ),spam
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong,spam
" ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",spam
Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,spam
I feel sorry for my bestie  good luck ali!,spam
  I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,spam
putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,notspam
Oh gosh how I want the party to be over and done with already.,spam
Ive totally not got that job  i can just tell.,spam
Just snappy`s delivered some tea and ice cream. I love my sister.,notspam
 eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol,spam
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,notspam
 YEP  it`ll be awesome to the max =] haha,notspam
"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",spam
